Area|Ethnic group|Age group|Birthplace|Year|Value|Flags
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|4032|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|5361|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|10608|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1899|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1281|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|8421|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1734|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|1464|
"Waitemata Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|39429|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|174|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|63|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|486|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|108|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|54|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|129|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|30|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|1518|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|252|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|75|
"Waiheke Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|5964|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|6|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|0|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|30|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|9|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|3|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|3|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|0|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|96|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|24|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|0|
"Great Barrier Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|747|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|933|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1788|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|759|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|1197|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1407|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|525|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|294|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|5406|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|903|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|2340|
"Waitakere Ranges Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|35955|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|2412|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|5256|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1173|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|6312|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|8748|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1494|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1062|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|5022|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1251|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|11694|
"Henderson-Massey Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|72279|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1710|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1428|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1419|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2121|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|8481|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1062|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|681|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|6450|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1110|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|576|
"Devonport-Takapuna Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|32181|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|2907|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|3687|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1530|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|6651|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|12129|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1626|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1266|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|6597|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1311|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|2289|
"Kaipatiki Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|47280|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|3564|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1650|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|834|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2799|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|14505|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1050|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|1107|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|4752|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|774|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|867|
"Upper Harbour Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|30213|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|8070|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1206|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|1743|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|2070|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|9399|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|1632|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|600|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|14664|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1698|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|777|
"Hibiscus and Bays Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|61182|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1977|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|507|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|870|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|585|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|1413|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|465|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|138|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|7497|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1197|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|792|
"Rodney Local Board Area"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|50175|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|45729|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|89649|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|23274|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|65922|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|140034|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|17394|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|14607|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|105489|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|21903|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|120330|
"Auckland"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|904905|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|246|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|120|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|183|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|186|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|102|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|90|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|18|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|1623|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|426|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|258|
"Kaipara District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|19314|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|1578|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|1026|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|906|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|1200|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|846|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|339|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|129|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|6810|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1752|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|837|
"Whangarei District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|74382|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"Sub-Saharan Africa"|"2018"|666|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Central Asia"|"2018"|420|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"The Americas"|"2018"|822|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"South-East Asia"|"2018"|435|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"North-East Asia"|"2018"|330|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"Southern and Eastern Europe"|"2018"|240|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"North Africa and the Middle East"|"2018"|54|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"North-West Europe"|"2018"|4896|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"Australia"|"2018"|1248|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"Pacific Islands"|"2018"|534|
"Far North District"|"Total people - ethnic group"|"Total people - age group"|"New Zealand"|"2018"|54363|
